Date (GMT+1),Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load (incl. self-consumption)
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2025-02-25T16:30+01:00,1380.8,4822,12619.2,5605.8,1030.5,340.2,15796.2,17.6,239.2,4233.8,1987.1,934,555.6,1555.8,3456,66015.3
2025-02-25T16:45+01:00,1379.8,4834,12668.1,5624.4,1030.1,336.5,15861.5,17.6,343.5,4498.2,1988.4,927.4,489,1496.8,2486.6,65791.2
2025-02-25T17:00+01:00,1379.8,4856.3,12744.7,5736.6,1030.1,327.8,16204.8,17.6,314,4012.4,1988.5,942.2,386.2,1493.2,1604.7,66131.2
2025-02-25T17:15+01:00,1380.1,4868,12826.8,5749.5,1031,341.1,16449,17.6,412.5,4713.8,1988.2,929.8,321.1,1575.3,844.1,66810.4
2025-02-25T17:30+01:00,1378.9,4875.9,12839.9,5716.2,1030.9,345.4,16667.8,17.6,542.8,5034.1,1987.6,937.9,278.6,1635.2,304,67585.4
2025-02-25T17:45+01:00,1382.4,4874.7,12867,5716.4,1114.3,359.7,16889.3,17.6,672.7,5502.3,1987.6,932.8,256.2,1674.2,46.4,68102.3
2025-02-25T18:00+01:00,1383.7,4889.9,12814,5807.6,1275.2,367.2,17108.5,17.6,723.1,5675.4,1995.5,929.2,206.2,1802.7,8.5,69006.2
2025-02-25T18:15+01:00,1386.4,4883.8,12835.2,5860.4,1150,371.8,17126.7,17.6,756.5,5463.7,2000.9,941.6,223.1,2010.2,6.5,69593.3
2025-02-25T18:30+01:00,1383.1,4887.3,12870.2,5880,1005.7,375.4,17198.6,17.6,749.9,4938.4,2000.5,941.3,200.2,2129.8,4.4,69618
2025-02-25T18:45+01:00,1380.8,4879.4,12907.4,5896.4,964.1,379.9,17341,17.6,704.6,4786.5,2000.1,938.4,173.2,2315.7,4.3,69830.9
2025-02-25T19:00+01:00,1380.3,4884.9,12918.1,5848.1,970.2,374.6,17374.9,17.6,450.6,4889,1999.7,937.6,144.6,2492.6,4.1,69126.6
2025-02-25T19:15+01:00,1377.8,4881,12963,5850,973.9,358.9,17241.1,17.6,368.1,4387.6,2000.2,937.5,112.5,2663.4,4,68884
2025-02-25T19:30+01:00,1378.7,4879.5,12981.6,5846.2,937,372.7,16920.4,17.6,364,4341.4,2000.1,938.9,93.3,2791.1,3.9,68183.1
2025-02-25T19:45+01:00,1382,4913.4,12974.9,5858.6,878.6,388.8,16736,17.6,201.3,3726.4,1998.4,941.8,79,2858.7,3.8,67474.2
2025-02-25T20:00+01:00,1379.3,4980.3,12910.1,5784.6,751,388.3,16610.4,17.6,223.3,4404.7,2000.6,942.5,75.6,2947.7,3.6,66686.5
2025-02-25T20:15+01:00,1367.9,4999.4,12877.5,5765.4,752,399.3,16385.1,17.6,234.3,3101.5,2000.4,926.2,63.5,3029.9,0,65960
2025-02-25T20:30+01:00,1360.7,5035,12699.4,5748.9,751.7,400.6,16205.8,17.6,193.2,2340.8,2000.4,934.4,54.2,3117.4,0,64782.9
2025-02-25T20:45+01:00,1363.9,5030.5,12546.1,5744.1,752.2,405.5,16075.4,17.6,123,1627.2,2000.8,935,44.3,3226.7,0,63703.4
2025-02-25T21:00+01:00,1369.8,5017.2,12500.8,5721.7,593.1,405.5,16014.7,17.6,397.7,2240.5,2000.1,936.5,43.2,3414.9,0,63226.5
2025-02-25T21:15+01:00,1378.5,5032.1,12492.8,5720.1,489.5,401.5,16093.8,17.6,228.5,1152.4,2000.4,934.7,52.8,3475.9,0,62511.4
2025-02-25T21:30+01:00,1379.4,5019.9,12534.3,5725.9,489.5,396.5,15995,17.6,24.7,396.1,1999.2,936.8,56,3629.9,0,61599.4
2025-02-25T21:45+01:00,1382.7,5026.2,12522.2,5734.4,489.5,389.7,15808.6,17.6,11,90,2001.3,933.6,56.2,3778.7,0,60753.9
2025-02-25T22:00+01:00,1378.5,5031.8,12528.9,5711,489.5,390.2,15575,17.6,216.8,1013.1,1900.7,920.3,46.7,3889.2,0,59913.1
2025-02-25T22:15+01:00,1377.9,5030.3,12508.6,5715.8,489.5,389.9,15406.9,17.6,212.7,718,1871.3,923.3,41.3,3991.8,0,59240.4
2025-02-25T22:30+01:00,1381,5029.9,12501.4,5721.8,489.5,393.1,15211.7,17.6,24.6,305.6,1871.5,908.8,41.5,4023.8,0,58039.3
2025-02-25T22:45+01:00,1382.4,5029.3,12478.3,5716.7,489.5,394,15098,17.6,20.3,133,1872.3,910.6,55.2,3969.9,0,57109.3
2025-02-25T23:00+01:00,1388.6,5030.6,12478.2,5723.8,489.6,392.2,15145.7,17.6,186.6,303.8,1872.3,909.1,62.4,4067.1,0,56407.9
2025-02-25T23:15+01:00,1393.1,5034,12486.2,5706.1,489.6,381.8,14783.1,17.6,19.3,85.3,1872.4,922.3,72.9,4126.6,0,54456.1
2025-02-25T23:30+01:00,1398.9,5030.9,12510.2,5657.8,489.6,376.8,14581,17.6,13,50.6,1871.5,920.1,71.3,4250.8,0,53183.8
2025-02-25T23:45+01:00,1398,5030.6,12493,5633.6,489.6,367.5,14342,17.6,12.4,25.1,1872.4,919.9,63.8,4322.2,0,52630.1
2025-02-26T00:00+01:00,1394.6,5026.5,12530.3,5606.7,493.7,587.2,13624.4,17.6,17,46.1,1870,867.1,71,4533.6,0,51764.2
2025-02-26T00:15+01:00,1402.8,5015.8,12488.5,5606.9,493.8,367.2,12615.6,17.6,17.8,116.4,1870.3,867.1,55.7,4466.5,0,51657.7
2025-02-26T00:30+01:00,1405.7,5014.1,12506.1,5611.3,493.8,358.3,12246.7,17.6,13.3,23,1870.3,866.3,54.5,4352,0,51335.4
2025-02-26T00:45+01:00,1411.8,5013.6,12513.1,5609.9,493.8,358.3,12160.5,17.6,17.4,67.8,1871.6,863.4,49.2,4274.1,0,50216.5
2025-02-26T01:00+01:00,1413.9,5025.3,12502.2,5579.9,493.8,348.2,12184.4,17.6,19.2,84.3,1863.3,860.9,46.8,4235,0,49927.4
2025-02-26T01:15+01:00,1415.4,5017.4,12485.5,5588.6,493.8,334.4,12173.8,17.6,14.3,69.3,1844.1,854.6,40.4,4234,0,49724.1
2025-02-26T01:30+01:00,1415.7,5013.9,12526.2,5604.9,493.8,324.3,12076.8,17.6,13,46.9,1844.9,861.4,46,4294.6,0,49362.4
2025-02-26T01:45+01:00,1419.2,4995.7,12506.4,5598.1,493.8,318.9,12124.7,17.6,11.9,47.7,1844.1,866.1,43.2,4425.7,0,49003.9
2025-02-26T02:00+01:00,1421.5,4997.8,12487.2,5592.4,493.8,329,12079,17.6,10.7,21,1843.6,856.2,42.1,4609.4,0,48436.3
2025-02-26T02:15+01:00,1424.6,4995.3,12511,5596.9,493.8,333.4,12084.4,17.6,14.3,57.1,1845.9,859.1,57,4772.4,0,48449.8
2025-02-26T02:30+01:00,1427.6,4994,12527,5594.6,493.8,350,12092.4,17.6,8.9,13,1845.9,854.4,74.6,4874.4,0,48581.2
2025-02-26T02:45+01:00,1429.6,4973.3,12514.1,5604.9,493.8,362,12099.5,17.6,11.5,33.9,1845.4,849.4,101.6,4980.7,0,48704.8
2025-02-26T03:00+01:00,1428.1,4960.8,12516.9,5596.8,493.8,366.6,11912.4,17.6,13.8,56.9,1845.6,850.8,119.1,5137.7,0,48736.7
2025-02-26T03:15+01:00,1431.1,4914.8,12512.6,5592,493.8,355.5,11905.4,17.6,14.9,40.7,1844.9,847.9,104.2,5308,0,48705.8
2025-02-26T03:30+01:00,1430.6,4801,12512,5602.8,493.8,339.5,11994.6,17.6,12.2,86.3,1845.2,845.3,103.4,5451,0,48630.3
2025-02-26T03:45+01:00,1436.3,4772.5,12500.6,5598.2,493.8,337.3,12075.9,17.6,18.1,95.7,1858.5,846.5,91.5,5581,0,49080
2025-02-26T04:00+01:00,1440.1,4764.3,12550.5,5603,493.8,340.4,12324.2,17.6,18.3,60.4,1935.4,851.8,92.2,5851.1,0,49721
2025-02-26T04:15+01:00,1442.2,4762.1,12510.3,5598.5,493.8,337.1,12331.6,17.6,16.3,45.1,1935.3,857.6,110.8,6118.2,0,49914.3
2025-02-26T04:30+01:00,1440.2,4775.6,12522.7,5592.9,493.8,344.2,12458.7,17.6,14.7,60.2,1935.2,860.7,127.2,6386,0,50368.8
2025-02-26T04:45+01:00,1441.7,4787.4,12528,5596.2,493.8,343.6,12826.3,17.6,10.9,30.4,1946.1,859.7,125.8,6597.9,0,51214.5
2025-02-26T05:00+01:00,1443.4,4835.2,12546.6,5610.4,493.8,340.1,13243,17.6,21.8,50.4,1988.2,848.4,116.1,6733.5,0,53066.5
2025-02-26T05:15+01:00,1445,4859.4,12583.5,5615.2,493.8,331.4,13529.6,17.6,41.1,30.2,1987.2,835.4,115.3,6824.3,0,53640.4
2025-02-26T05:30+01:00,1445.3,4868.8,12574.3,5611.6,493.8,334.5,14046.7,17.6,36.8,14,1996.1,839.4,144.5,6850.9,0,54861.2
2025-02-26T05:45+01:00,1443.5,4856,12571.4,5615.4,493.8,320.4,14387,17.6,166.9,40.1,2034.4,841.4,201.2,6965.7,0,56447
2025-02-26T06:00+01:00,1443.7,4877.4,12437.7,5660.9,493.8,325.9,15057.6,17.6,210,121.5,2127.8,843.9,217.2,7302,0,59633.8
2025-02-26T06:15+01:00,1443.2,4884.5,12485.4,5657.5,493.8,327.4,15760.1,17.6,118.1,573.2,2128.8,852.2,240.8,7437.2,0,61997.6
2025-02-26T06:30+01:00,1441.2,4903.8,12456.9,5676.3,493.8,328.9,15941.2,17.6,202.2,1071.5,2128.9,853.5,272.6,7537.1,0.3,63558.5
2025-02-26T06:45+01:00,1439.1,4901.9,12486.6,5676.9,493.8,332.8,16043.9,17.6,239.7,1945.2,2127.3,849,279,7583.6,3.4,64779
2025-02-26T07:00+01:00,1427.1,4903.8,12508.4,5714.9,493.8,333.1,16125.3,17.6,106.7,1770.8,2127.2,848.4,288.6,7452.8,29.7,66493.9
2025-02-26T07:15+01:00,1430.4,4916,12538.8,5695.4,493.8,343.9,16123.8,17.6,162.8,2778.7,2129.3,850.4,272.6,7288.9,207.7,67595.6
2025-02-26T07:30+01:00,1423,4914.5,12509.9,5704.4,493.8,331,16144.3,17.6,174.3,3253.8,2130,852.4,320.8,7290.9,634.3,68261
2025-02-26T07:45+01:00,1409.8,4886.5,12542.4,5712,493.8,321.1,16298.2,17.6,223.9,4082.8,2143.6,851.7,388.7,7289.5,1210.5,68893.1
2025-02-26T08:00+01:00,1414.3,4901.4,12492.6,5756.2,493.8,327.3,16305.1,17.6,253,5014.8,2206.9,847.3,414.9,7187,1923.5,69494.3
2025-02-26T08:15+01:00,1394.3,4893.7,12502.8,5750.3,493.8,331.4,16308.9,17.6,255.2,4715.4,2206.2,847.1,403.5,6988.5,2738.2,70272.9
2025-02-26T08:30+01:00,1428,4885.5,12489.6,5756.1,493.8,336.7,16283.8,17.6,233.8,4342.7,2205.8,825.6,385.6,6870,3625.3,70772.9
2025-02-26T08:45+01:00,1451.9,4902.2,12482,5746.6,493.8,334.4,16295.6,17.6,214.6,3455.5,2205.8,830.2,432.6,6765,4569.4,71246.1
2025-02-26T09:00+01:00,1456.6,4904.4,12477.7,5725.4,493.8,331.9,16309,17.6,232.1,3790.3,2205.6,825.8,457.9,6496.2,5519.1,71014.2
2025-02-26T09:15+01:00,1458.6,4903,12443.5,5726.2,493.8,329.6,16333.6,17.6,188.7,2833.8,2271.3,836,384.8,6290.5,6456.5,71361.6
2025-02-26T09:30+01:00,1462,4915.2,12401.2,5747.3,493.8,325.9,16282.1,17.6,107.1,1579.1,2270.8,846.8,433,6273.9,7306.1,71512.8
2025-02-26T09:45+01:00,1461,4919.2,12393.9,5762.1,493.8,316.7,16301.3,17.6,54,922.1,2245.9,842.2,472.1,6182.4,8050.9,72060.3
2025-02-26T10:00+01:00,1467.7,4923.6,12378,5772.1,493.8,314.7,16344.7,17.6,176.2,2560.1,2159.7,840.2,452.2,6175.7,8736.5,72099.5
2025-02-26T10:15+01:00,1461.4,4910.3,12367.1,5777.1,493.8,317.8,16328.8,17.6,122.4,1412.1,2154.6,833.7,463.2,6259,9473.4,72355.9
2025-02-26T10:30+01:00,1458.5,4919.3,12421.8,5778,493.8,321.9,16158.4,17.6,111.3,620.6,2155.5,845.1,509.5,6228.3,10138.5,72508.1
2025-02-26T10:45+01:00,1456,4913.5,12354.5,5767.9,493.8,313.5,16020.5,17.6,83.5,441.1,2147.2,845.6,471.3,6276.3,10668.2,72697.4
2025-02-26T11:00+01:00,1454.5,4902.4,12332.7,5752.1,493.8,303.6,15942.7,17.6,246.5,1112.7,2102.6,845.8,512.1,6330.4,11254.3,72225.8
2025-02-26T11:15+01:00,1448.1,4869.5,12386.4,5762.2,493.8,311.5,15754.7,17.6,302.1,1147.2,2102.8,842.9,464,6416.1,11584.9,72765.5
2025-02-26T11:30+01:00,1431.8,4815,12439.5,5776,493.8,313,15670.9,17.6,144.5,772,2102.1,829.9,456.9,6581,11838.5,73009.7
2025-02-26T11:45+01:00,1405.2,4812.2,12440.1,5783.6,493.8,309.6,15766.1,17.6,89.9,828.6,2102.9,826.1,496.2,6722.2,11889.9,72896.4
2025-02-26T12:00+01:00,1393.6,4805.1,12435.5,5810.9,493.8,311.5,15467.8,17.6,73.2,630.5,2104.9,829,521.8,6624.9,11886.2,72664.5
2025-02-26T12:15+01:00,1388.1,4797.5,12439.5,5827.5,493.8,327.1,15083.8,17.6,172.3,866.1,2128.7,836.3,658.6,6539.5,11818.2,72264.4
2025-02-26T12:30+01:00,1388.3,4810.2,12441,5826,493.8,333.9,15240.4,17.6,275.4,829,2151.6,831.6,778.1,6548.3,11617.6,72635.2
2025-02-26T12:45+01:00,1391.1,4843.1,12430.6,5850.9,493.8,351.6,15239.6,17.6,209.2,788.7,2153.5,828.1,833.3,6623.3,11378.5,72324.6
2025-02-26T13:00+01:00,1401.5,4894.1,12326.8,5861.9,493.8,346.5,15230.7,17.6,227.8,2070.8,2153.8,827.7,798.6,6639,11171.2,71684.7
2025-02-26T13:15+01:00,1397.5,4901.2,12355.7,5871.1,493.8,345.9,15332.4,17.6,144.4,1858.6,2153.2,822.8,694.2,6622.1,11092.9,71499.6
2025-02-26T13:30+01:00,1396.6,4902.4,12391.3,5859.9,493.8,341,15318.2,17.6,99.9,1535.8,2152.7,800.9,619.5,6692.5,10980.4,71192.8
2025-02-26T13:45+01:00,1404,4889.6,12342.5,5838.4,493.8,333.6,15692.7,17.6,38.3,839.2,2151,813.3,619.9,6699.7,10809.8,70323
2025-02-26T14:00+01:00,1412,4903.8,12342.6,5842.7,493.8,317.8,15934,17.6,25,464.8,2153.5,827.9,657.8,6822.1,10492.6,69910.1
2025-02-26T14:15+01:00,1419.4,4913.4,12387.8,5856.7,493.8,317,16015,17.6,34.6,469.4,2152.9,824,692.2,6891.7,10235.3,69578.5
2025-02-26T14:30+01:00,1418.3,4914,12469.3,5875.8,493.8,297.6,16072.1,17.6,103.3,597.7,2161.1,840.5,687.1,6949,9756.8,69471.7
2025-02-26T14:45+01:00,1420.7,4892.6,12487.4,5877.3,493.8,304.7,16160.4,17.6,68.8,549.5,2166.7,837.5,676.6,7059.8,9203.9,69395.5
2025-02-26T15:00+01:00,1428.8,4894.3,12482.8,5853.4,493.8,298.6,16169.1,17.6,42,191.9,2166.8,842.6,651,7087.3,8854.4,69570.9
2025-02-26T15:15+01:00,1432.6,4926,12520.1,5839.5,493.8,284.8,16223.9,17.6,40.1,260.9,2192.7,835.7,626.2,6902.8,8252.1,68622.4
2025-02-26T15:30+01:00,1479.9,4901.8,12511.3,5840.5,493.8,263.9,16320.6,17.6,129,308.9,2192.3,832.1,648.2,6658.8,7541,68040.7
2025-02-26T15:45+01:00,1510.1,4878.1,12508.8,5845.2,493.8,253.7,16289.8,17.6,83.8,423.7,2192.7,839.9,687.9,6635.4,6710.5,67557.6
2025-02-26T16:00+01:00,1502.8,4884.8,12447.6,5839.8,493.8,265.1,16446,17.6,64,430.6,2195.7,840.6,670.8,6544.4,5802.1,67637.8
2025-02-26T16:15+01:00,1549.3,4900,12455.4,5843,493.8,271.2,16554.8,17.6,64.4,745.4,2201.6,836.7,627.8,6527.9,4842,67090.5
2025-02-26T16:30+01:00,1564,4904.8,12462,5846.5,563.5,272.6,16613.6,17.6,87.2,1453.9,2202.5,823.4,576.5,6455.7,3716.9,67435.1
2025-02-26T16:45+01:00,1569.4,4887.5,12475.5,5822.2,755.7,272.2,16670.7,17.6,114.2,2241.7,2202,817,518.3,6378.6,2665.5,67654.6
2025-02-26T17:00+01:00,1572.2,4897.7,12455,5862.9,756.6,271.7,16717,17.6,65.8,1285,2206.9,838.5,451.4,6312.1,1699.5,68334.4
2025-02-26T17:15+01:00,1564.9,4911.6,12490.9,5846.4,756.9,272.6,16746.7,17.6,86.2,2144.4,2224.3,853.9,436.3,6409.5,909.6,68497.3
2025-02-26T17:30+01:00,1559.7,4923.5,12479.9,5831.9,758.4,281.9,16778.6,17.6,271.4,3306.3,2255.8,859.2,423.6,6530.8,350.4,69017.1
2025-02-26T17:45+01:00,1558.7,4930,12514.8,5832.2,759.2,307.2,16819.2,17.6,385.7,4024.7,2271.1,861.9,392.1,6610.2,66.8,69984.9
2025-02-26T18:00+01:00,1532.3,4929.6,12469,5851.3,760,324.8,16816.7,17.6,329,3969.3,2277.8,868.8,370,6866.3,10.1,70145.8
2025-02-26T18:15+01:00,1523.6,4933.3,12500.4,5846.9,760.7,322.5,16801.5,17.6,327.5,3877.9,2279.6,868.3,360.5,7059.8,5.6,70643
2025-02-26T18:30+01:00,1520.8,4925.7,12460.4,5835.8,761.5,318.9,16811.4,17.6,264.3,3995.5,2275.9,875.8,328.3,7414.4,4.1,70842.5
2025-02-26T18:45+01:00,1516.2,4920.9,12481.5,5847.5,762.6,319.3,16810.1,17.6,115.6,3726.1,2274,879.7,363.5,7867.2,3.9,70729.5
2025-02-26T19:00+01:00,1520.5,4929.7,12471.2,5845.4,747.3,323.8,16706.6,17.6,243.1,4312.6,2275,874.2,506.7,8337.2,3.8,70129.8
2025-02-26T19:15+01:00,1513,4923.1,12451.6,5830.9,531.5,327.4,16628.4,17.6,106.5,3623.5,2275.1,877,611.3,8858.6,3.7,69898.8
2025-02-26T19:30+01:00,1499.7,4913.1,12503.7,5825.6,493.8,321,16618.3,17.6,35.2,2537.2,2275.3,884.5,704.5,9483.7,3.6,69540.8
2025-02-26T19:45+01:00,1506.7,4913.6,12478.3,5821.6,493.8,326,16630.6,17.6,16.3,1469.8,2274.6,876.9,780.6,10132.5,3.4,69201.6
2025-02-26T20:00+01:00,1513.7,4909.6,12482.5,5769.1,493.8,329.2,16559.9,17.6,20.7,1855.1,2161.1,882.3,926.1,10685.2,3.3,67449.2
2025-02-26T20:15+01:00,1508.4,4909.3,12421.2,5651,493.8,324.2,16672.5,17.6,54.9,685.9,2127.4,882.1,1204,11211.3,0,67078.5
2025-02-26T20:30+01:00,1505.8,4918.9,12437.8,5577.8,493.8,338.3,16671.4,17.6,19.2,132.8,2127.4,882.3,1531.6,11597.5,0,66188.1
2025-02-26T20:45+01:00,1497.9,4902.7,12429.7,5591.1,493.8,349.4,16114.3,17.6,57.5,137.5,2127.9,876.5,1872.7,11906.8,0,65661.4
2025-02-26T21:00+01:00,1476.6,4897.4,12454,5578.7,493.8,355.4,14980.6,17.6,102.4,183.7,2128.8,876.7,2064.6,12199.7,0,65118.8
2025-02-26T21:15+01:00,1390,4898.3,12424,5542.7,493.8,356,14069.3,17.6,22.2,95.9,2129.1,876.4,2227.2,12611.1,0,63882.6
2025-02-26T21:30+01:00,1369.2,4900.6,12434.5,5525.5,493.8,335,13234.8,17.6,24.1,29.1,2129.2,880.5,2568.2,12906.1,0,62699.5
2025-02-26T21:45+01:00,1361.5,4891.1,12433.3,5493.3,493.8,310,12483.7,17.6,9.4,52.3,2129.8,875.2,2855.9,13187.4,0,61894.7
2025-02-26T22:00+01:00,1363.4,4893.6,12497.9,5467.7,493.8,309,12303.7,17.6,18.3,52.2,2128.9,863.2,3120,13220.1,0,61799.1
2025-02-26T22:15+01:00,1366.3,4898.2,12534.9,5446.8,493.8,305.9,12038.5,17.6,10.5,18.8,2129.8,867.1,3206.8,13455.9,0,60638.1
2025-02-26T22:30+01:00,1370.2,4884.6,12566.7,5411.6,493.8,293.8,11548,17.6,8.7,48.7,2130.6,863.1,3234,13625.4,0,59273
2025-02-26T22:45+01:00,1375.6,4876.3,12550.6,5388.4,493.8,299,11085.7,17.6,8.2,32.5,2130.8,861.8,3355.2,13766.5,0,58641.2
2025-02-26T23:00+01:00,1381.3,4883.6,12533,5268.9,493.8,293.4,10356.3,17.6,7.7,24.9,2130.3,859.9,3466.2,13829.8,0,58196.3
2025-02-26T23:15+01:00,1384.4,4869,12475.9,5162.9,493.8,284.2,9866.5,17.6,6.7,11,2130.2,861,3447.1,13919.5,0,57100
2025-02-26T23:30+01:00,1387.8,4867.6,12531,5066.2,493.8,281,9783.6,17.6,15.4,55.5,2131.5,860.5,3441,13934.5,0,55340.6
2025-02-26T23:45+01:00,1387.9,4869.3,12513,4983.3,493.8,290.6,9764.9,17.6,15.5,44.8,2131.6,858.9,3369,14048.9,0,54451.6
2025-02-27T00:00+01:00,1392.4,4873.3,12527.5,4941.2,495.8,589.8,9504.4,17.6,55.2,168.1,2032.8,906.7,3160.8,14257.1,0,53692.2
2025-02-27T00:15+01:00,1403.9,4874.1,12478.9,4944.2,495.8,324.4,9401.4,17.6,23.9,3.1,1834.1,913.5,3070.1,14336.6,0,53253.9
2025-02-27T00:30+01:00,1412.2,4879.9,12461,4964.8,495.8,316.6,9385.1,17.6,24,0.8,1791.7,922.1,2927.5,14344.5,0,52903.5
2025-02-27T00:45+01:00,1419.6,4883.5,12454.4,5016.8,495.8,333.1,9273,17.6,19.1,0.2,1791.8,916.4,2888.9,14456.4,0,52455.8
2025-02-27T01:00+01:00,1422.2,4882.4,12456.9,5111.5,495.8,332,9318.1,17.6,123.2,2.5,1791.4,903.8,3082.4,14554.5,0,51726.5
2025-02-27T01:15+01:00,1423.7,4898.8,12461.3,5181.6,495.8,332,9127,17.6,58.8,0,1792.7,904.3,3101.9,14556.7,0,51166.1
2025-02-27T01:30+01:00,1421.3,4911.3,12475.9,5205.4,495.8,338.2,9086,17.6,88.8,0.1,1793.7,908.1,3073.1,14621.5,0,50878.7
2025-02-27T01:45+01:00,1417.9,4898.4,12526.6,5213.2,495.8,337.6,9195,17.6,16.5,1.7,1792.8,913.4,3088.2,14661.6,0,51042.8
2025-02-27T02:00+01:00,1416.8,4896.8,12478.6,5173.9,495.8,332.9,9120.2,17.6,89.9,16.4,1792.3,917.2,3201.1,14543.3,0,51018.3
2025-02-27T02:15+01:00,1416.3,4890,12431.4,4967.5,495.8,337.8,9105,17.6,21.1,2.7,1792.7,905.5,3169.7,14611.9,0,51008.1
2025-02-27T02:30+01:00,1414,4888.2,12432.6,4882.9,495.8,327.8,9122.2,17.6,16.1,1.8,1791.8,903,3228.4,14532.8,0,51058.4
2025-02-27T02:45+01:00,1412.1,4856.2,12447.6,4880.3,495.8,323.2,9107.8,17.6,38.5,2,1791.8,910.5,3315.9,14448.3,0,51160
2025-02-27T03:00+01:00,1403.9,4834.5,12435.1,4892.6,495.8,331.1,9138.5,17.6,93.1,1.7,1792.4,906.4,3455.8,14340.7,0,51453.3
2025-02-27T03:15+01:00,1400.9,4830.8,12438.2,4873.4,495.8,324.8,9158.1,17.6,29.9,1.7,1794.5,905.4,3177.5,14408.1,0,51446.7
2025-02-27T03:30+01:00,1396.4,4821,12468.7,4870.9,495.8,323.7,9371.1,17.6,37.6,1.7,1793.8,895.7,2752.2,14106,0,51346.6
2025-02-27T03:45+01:00,1396.7,4795.7,12456.6,4874.7,495.8,338.9,9420.8,17.6,44,1.8,1817.1,894.3,2656.3,13857.9,0,51659.8
2025-02-27T04:00+01:00,1397,4791.3,12458.6,4904.7,495.8,381.7,9705.1,17.6,14.2,0.9,1942.4,889.4,2778.6,13617.3,0,52424.7
2025-02-27T04:15+01:00,1394,4790.9,12464.2,5084.8,495.8,372.9,9723.1,17.6,7.9,0,1948.3,894.9,2865.9,13527.5,0,52548.3
2025-02-27T04:30+01:00,1387.3,4785.2,12470.9,5199.3,495.8,385.5,9768.3,17.6,20.7,0.1,1948.4,911.1,2775.6,13468.6,0,52770.7
2025-02-27T04:45+01:00,1385,4753.8,12514.8,5200,495.8,387.2,9777,17.6,34.4,0.4,1947.2,910.5,2549.4,13411.2,0,53140
2025-02-27T05:00+01:00,1380.4,4746.8,12615.9,5201,495.8,408.5,10263.7,17.6,27.2,13.4,1947.1,907.1,2322.9,13199.7,0,54459.6
2025-02-27T05:15+01:00,1379.1,4742.3,12633.3,5225.5,495.8,378.8,10563.9,17.6,56,46.6,1946.7,887.5,2104.5,12982.6,0,55125.7
2025-02-27T05:30+01:00,1386.6,4731.2,12626.7,5273.7,495.8,354.9,11283,17.6,99.3,41.4,1946.9,867.4,2003.6,12630.9,0,56420.1
2025-02-27T05:45+01:00,1386.8,4710.5,12582.6,5337.8,495.8,365,11993,17.6,57.3,189.6,2005.4,890.5,1789.2,12275.3,0,58092.5
2025-02-27T06:00+01:00,1379,4723.7,12549.8,5421,495.8,358.2,13666.6,17.6,81.7,64.7,2077.2,895.6,1632.4,12253.5,0,60786.1
2025-02-27T06:15+01:00,1375.8,4730.7,12536.7,5501.7,495.8,356.8,14643,17.6,32.5,202.9,2077.4,891.5,1743,12149.6,0,63259.4
2025-02-27T06:30+01:00,1371.1,4744.4,12539.6,5566.8,495.8,345.4,15546.1,17.6,85.7,184.2,2077.1,888.8,1844.6,12045.7,0.1,64940.8
2025-02-27T06:45+01:00,1369.7,4726.5,12553.6,5598.7,495.8,360.9,15906.8,17.6,102.6,1449.9,2099.2,889.8,1821.2,11986.5,7.2,66652.6
2025-02-27T07:00+01:00,1372.6,4739.1,12615.5,5634.5,495.8,368.2,16157.1,17.6,28.8,1098.8,2129.3,880.3,1754.9,11951.5,85.7,67821.5
2025-02-27T07:15+01:00,1381.5,4746.9,12617.3,5639.9,495.8,372.3,16261.9,17.6,33.9,1791,2130,889.1,1596.8,11825.2,559.7,68575.2
2025-02-27T07:30+01:00,1399.4,4742.6,12616.4,5631.3,495.8,404.6,16277.3,17.6,42.1,2298.6,2128,887.3,1487.9,11646.8,1410.1,69124.1
2025-02-27T07:45+01:00,1401.8,4705.9,12622.8,5633.6,495.8,396,16490.3,17.6,94.7,2492.8,2156.5,887.7,1462.1,11270.8,2663,69653.1
2025-02-27T08:00+01:00,1414.4,4713.3,12637.2,5623.1,495.8,388.4,16641.6,17.6,145.7,1939.5,2206.2,862.1,1393.3,10883.4,4075.2,70281.1
2025-02-27T08:15+01:00,1431.2,4727,12641.7,5625.6,495.8,400.2,16607.4,17.6,136.8,1920,2205.6,865.3,1382.1,10508.4,5547.3,70543.8
2025-02-27T08:30+01:00,1439,4736.6,12626.7,5614.9,495.8,393.9,16485.2,17.6,53.1,1719.2,2205.1,859.1,1406.9,10042.3,7049.3,71362
2025-02-27T08:45+01:00,1452.1,4726.8,12640.6,5635.6,495.8,403.2,16474.2,17.6,25.3,818.8,2230.4,861.7,1434,9369.8,8618.8,71426.8
2025-02-27T09:00+01:00,1460.2,4714.7,12631.8,5613.9,495.8,399.8,16529.6,17.6,61.1,1433.8,2281.2,863,1443.8,8713.9,10166.9,70889.4
